full_address,latitude,longitude
"PASIR RIS, PASIR RIS DR 10, block 651, Singapore",1.3791906,103.9381981
"BUKIT BATOK, BT BATOK ST 34, block 347, Singapore",1.3622159,103.7509883
"CLEMENTI, CLEMENTI AVE 3, block 440B, Singapore",1.3162182,103.7640532
"JURONG WEST, JURONG WEST ST 81, block 813, Singapore",1.345976,103.695862
"QUEENSTOWN, C'WEALTH CRES, block 108, Singapore",1.3012507,103.7981323
"PUNGGOL, PUNGGOL DR, block 613D, Singapore",1.4039216,103.9088697
"KALLANG/WHAMPOA, BENDEMEER RD, block 28, Singapore",1.3186965,103.8632416
"CHOA CHU KANG, CHOA CHU KANG CRES, block 691B, Singapore",1.4015609,103.7516366
"BEDOK, CHAI CHEE AVE, block 32, Singapore",1.3237573,103.9249288
"TAMPINES, TAMPINES ST 11, block 104, Singapore",1.347237,103.946642
"BUKIT MERAH, JLN BT HO SWEE, block 46, Singapore",1.2882996,103.8261691
"TAMPINES, TAMPINES ST 71, block 704, Singapore",1.356663,103.9371667
"TOA PAYOH, POTONG PASIR AVE 1, block 122, Singapore",1.3350084,103.8662489
"WOODLANDS, WOODLANDS ST 81, block 825, Singapore",1.4388976,103.7895679
"BISHAN, BISHAN ST 12, block 131, Singapore",1.3455718,103.8510185
"WOODLANDS, WOODLANDS ST 32, block 335, Singapore",1.429845,103.7806957
"BUKIT MERAH, SPOTTISWOODE PK RD, block 109, Singapore",1.2741411,103.8366614
"SENGKANG, COMPASSVALE BOW, block 274B, Singapore",1.381961,103.8907905
"SENGKANG, FERNVALE RD, block 453A, Singapore",1.393959,103.8753415
"WOODLANDS, WOODLANDS ST 82, block 880, Singapore",1.4444453,103.7926374
"TAMPINES, TAMPINES ST 83, block 851, Singapore",1.3529426,103.9349306
"CLEMENTI, CLEMENTI WEST ST 2, block 731, Singapore",1.3043325,103.7628707
"BUKIT MERAH, KIM TIAN RD, block 6, Singapore",1.2840803,103.8273999
"YISHUN, YISHUN AVE 2, block 791, Singapore",1.42053,103.8336603
"JURONG WEST, BOON LAY AVE, block 218B, Singapore",1.350573,103.7111425
"HOUGANG, HOUGANG AVE 8, block 501, Singapore",1.372125,103.8867583
"PUNGGOL, PUNGGOL FIELD, block 270A, Singapore",1.404083,103.899142
"TAMPINES, TAMPINES ST 33, block 340, Singapore",1.3511843,103.9598316
"SENGKANG, SENGKANG CTRL, block 272A, Singapore",1.3854291,103.8938102
"BEDOK, BEDOK RESERVOIR RD, block 106, Singapore",1.3294904,103.9093789
"BUKIT PANJANG, SENJA LINK, block 651, Singapore",1.3866085,103.7636723
"SENGKANG, ANCHORVALE RD, block 315B, Singapore",1.3923252,103.8885504
"PASIR RIS, PASIR RIS ST 51, block 524A, Singapore",1.3713834,103.9476686
"JURONG WEST, JURONG WEST ST 52, block 534, Singapore",1.3489875,103.7171094
"PUNGGOL, EDGEFIELD PLAINS, block 671B, Singapore",1.4063592,103.9116216
"SENGKANG, RIVERVALE ST, block 137, Singapore",1.3891099,103.9045986
"BUKIT BATOK, BT BATOK WEST AVE 6, block 146, Singapore",1.3496827,103.7440888
"GEYLANG, HAIG RD, block 3, Singapore",1.3117157,103.8973995
"CLEMENTI, CLEMENTI AVE 4, block 302, Singapore",1.3217639,103.7646947
"WOODLANDS, WOODLANDS DR 16, block 573C, Singapore",1.4305128,103.7974379
"ANG MO KIO, ANG MO KIO AVE 1, block 215, Singapore",1.3664997,103.8415977
"PUNGGOL, PUNGGOL WALK, block 308A, Singapore",1.4075721,103.9005993
"SENGKANG, RIVERVALE ST, block 130, Singapore",1.3893909,103.9027277
"BUKIT BATOK, BT BATOK WEST AVE 8, block 441C, Singapore",1.3554899,103.7385245
"SERANGOON, SERANGOON NTH AVE 1, block 123, Singapore",1.3644344,103.8723348
"JURONG WEST, BOON LAY DR, block 176, Singapore",1.347343,103.7100505
"BUKIT MERAH, HAVELOCK RD, block 54, Singapore",1.2892981,103.8292566
"BUKIT PANJANG, GANGSA RD, block 148, Singapore",1.375948,103.7661875
"BUKIT PANJANG, SEGAR RD, block 481, Singapore",1.3894008,103.7721146
"BUKIT BATOK, BT BATOK WEST AVE 5, block 435C, Singapore",1.3583732,103.7400945
"BEDOK, BEDOK STH AVE 3, block 66, Singapore",1.321903,103.9330761
"BUKIT PANJANG, BT PANJANG RING RD, block 234, Singapore",1.3785519,103.7718241
"BEDOK, BEDOK STH AVE 2, block 10F, Singapore",1.3212599,103.933205
"JURONG EAST, PANDAN GDNS, block 406, Singapore",1.3188299,103.7492419
"BEDOK, BEDOK NTH RD, block 428, Singapore",1.3295047,103.9273597
"TAMPINES, TAMPINES ST 12, block 162, Singapore",1.349908,103.9471355
"WOODLANDS, WOODLANDS AVE 6, block 723, Singapore",1.445219,103.7992683
"BEDOK, BEDOK CTRL, block 220A, Singapore",1.3257543,103.9346514
"WOODLANDS, WOODLANDS CRES, block 776, Singapore",1.4477849,103.8000766
"SERANGOON, LOR LEW LIAN, block 8, Singapore",1.3489067,103.8767132
"YISHUN, YISHUN CTRL 1, block 928, Singapore",1.4270808,103.8375217
"TAMPINES, TAMPINES ST 21, block 271, Singapore",1.3502831,103.9491069
"CLEMENTI, CLEMENTI AVE 4, block 376, Singapore",1.3180563,103.76662
"SENGKANG, COMPASSVALE BOW, block 264C, Singapore",1.3815677,103.8962363
"QUEENSTOWN, C'WEALTH AVE, block 7, Singapore",1.352083,103.819836
"CHOA CHU KANG, CHOA CHU KANG CRES, block 690D, Singapore",1.4020751,103.7520453
"SENGKANG, COMPASSVALE ST, block 250D, Singapore",1.3930685,103.8999541
"PASIR RIS, PASIR RIS ST 51, block 526A, Singapore",1.3675264,103.9473194
"BUKIT MERAH, REDHILL RD, block 76A, Singapore",1.2887891,103.8167282
"BEDOK, CHAI CHEE RD, block 62, Singapore",1.3254793,103.9212417
"WOODLANDS, MARSILING CRES, block 218, Singapore",1.4483432,103.7766741
"TAMPINES, TAMPINES AVE 8, block 893, Singapore",1.3487631,103.9300657
"BUKIT BATOK, BT BATOK WEST AVE 5, block 393, Singapore",1.3663972,103.7527217
"PUNGGOL, EDGEFIELD PLAINS, block 193, Singapore",1.4000184,103.9089478
"JURONG WEST, JURONG WEST ST 42, block 407, Singapore",1.3547897,103.721448
"KALLANG/WHAMPOA, ST. GEORGE'S RD, block 2, Singapore",1.3234305,103.8607688
"SENGKANG, COMPASSVALE DR, block 204A, Singapore",1.3879921,103.8946671
"TAMPINES, TAMPINES ST 43, block 493E, Singapore",1.3628137,103.9520316
"BEDOK, BEDOK STH AVE 1, block 4, Singapore",1.3208678,103.9337086
"TAMPINES, TAMPINES ST 45, block 498D, Singapore",1.3611184,103.9594946
"BISHAN, BISHAN ST 24, block 266, Singapore",1.3586703,103.8421891
"SEMBAWANG, ADMIRALTY LINK, block 489, Singapore",1.45496,103.8168165
"SERANGOON, LOR LEW LIAN, block 5, Singapore",1.3514125,103.8762221
"PUNGGOL, SUMANG LINK, block 312C, Singapore",1.410544,103.9007267
"JURONG WEST, JURONG WEST ST 64, block 669A, Singapore",1.3429954,103.7032391
"BUKIT MERAH, TELOK BLANGAH HTS, block 60, Singapore",1.2761639,103.8122113
"BUKIT PANJANG, SEGAR RD, block 479, Singapore",1.3897489,103.7726069
"WOODLANDS, WOODLANDS DR 53, block 557, Singapore",1.4327604,103.7968765
"WOODLANDS, MARSILING DR, block 9, Singapore",1.4412999,103.7764441
"HOUGANG, BUANGKOK CRES, block 996C, Singapore",1.3867391,103.8820482
"QUEENSTOWN, GHIM MOH LINK, block 31, Singapore",1.3096108,103.7840339
"WOODLANDS, WOODLANDS ST 83, block 833, Singapore",1.4399479,103.7906262
"SENGKANG, ANCHORVALE LANE, block 312A, Singapore",1.391746,103.8851789
"JURONG EAST, TOH GUAN RD, block 286D, Singapore",1.3396634,103.7446915
"BUKIT PANJANG, SENJA RD, block 612, Singapore",1.3839747,103.7611813
"PASIR RIS, PASIR RIS ST 51, block 527D, Singapore",1.3696113,103.9480039
"BEDOK, JLN TENAGA, block 651, Singapore",1.3321595,103.9073033
"YISHUN, YISHUN AVE 1, block 432A, Singapore",1.419265,103.8469796
"WOODLANDS, WOODLANDS DR 50, block 895B, Singapore",1.4355873,103.7916806
"TOA PAYOH, LOR 1 TOA PAYOH, block 124, Singapore",1.3386174,103.8445417
"BUKIT MERAH, TELOK BLANGAH HTS, block 70C, Singapore",1.2759411,103.8108565
"TAMPINES, TAMPINES ST 83, block 867, Singapore",1.3551185,103.9340217
"BISHAN, BISHAN ST 23, block 212, Singapore",1.356668,103.8480574
"ANG MO KIO, ANG MO KIO AVE 5, block 538, Singapore",1.375613,103.8533895
"QUEENSTOWN, STRATHMORE AVE, block 60, Singapore",1.2929624,103.8119827
"WOODLANDS, WOODLANDS DR 75, block 688F, Singapore",1.4442792,103.8080715
"ANG MO KIO, ANG MO KIO ST 51, block 590A, Singapore",1.371241,103.853622
"HOUGANG, HOUGANG AVE 10, block 404, Singapore",1.3738577,103.8958344
"SENGKANG, COMPASSVALE WALK, block 232, Singapore",1.3906832,103.9010215
"BEDOK, BEDOK RESERVOIR VIEW, block 770, Singapore",1.3360415,103.9383273
"BEDOK, BEDOK RESERVOIR RD, block 631, Singapore",1.3331029,103.9145091
"ANG MO KIO, ANG MO KIO AVE 3, block 573, Singapore",1.3705823,103.854848
"CHOA CHU KANG, TECK WHYE CRES, block 166A, Singapore",1.3832954,103.75305
"JURONG EAST, TEBAN GDNS RD, block 49, Singapore",1.3210354,103.7381933
"KALLANG/WHAMPOA, JLN BAHAGIA, block 28, Singapore",1.3258276,103.8588411
"CHOA CHU KANG, TECK WHYE LANE, block 12, Singapore",1.3795276,103.7556575
"KALLANG/WHAMPOA, GLOUCESTER RD, block 9, Singapore",1.3135854,103.8517099
"SERANGOON, SERANGOON NTH AVE 4, block 510, Singapore",1.3646834,103.8722097
"HOUGANG, HOUGANG AVE 5, block 310, Singapore",1.3663401,103.8962129
"CHOA CHU KANG, TECK WHYE AVE, block 1, Singapore",1.3825771,103.7517436
"TAMPINES, TAMPINES ST 12, block 141, Singapore",1.3483094,103.9448985
"YISHUN, YISHUN AVE 6, block 435, Singapore",1.4213932,103.8473379
"SENGKANG, ANCHORVALE LINK, block 314D, Singapore",1.391575,103.889396
"BUKIT PANJANG, SENJA RD, block 622, Singapore",1.3859906,103.761305
"TAMPINES, SIMEI RD, block 156, Singapore",1.3451637,103.9590413
"TAMPINES, TAMPINES ST 22, block 294, Singapore",1.3508517,103.9538903
"BEDOK, BEDOK STH RD, block 70, Singapore",1.3199928,103.9427922
"PASIR RIS, PASIR RIS ST 41, block 465, Singapore",1.3735308,103.9585616
"CHOA CHU KANG, CHOA CHU KANG CRES, block 674A, Singapore",1.4016394,103.7464817
"TOA PAYOH, LOR 2 TOA PAYOH, block 121, Singapore",1.3391224,103.8463168
"PUNGGOL, PUNGGOL CTRL, block 602C, Singapore",1.4025924,103.9070668
"BEDOK, BEDOK NTH AVE 1, block 552, Singapore",1.3284637,103.9350757
"BEDOK, NEW UPP CHANGI RD, block 27, Singapore",1.3240867,103.9348258
"BEDOK, BEDOK RESERVOIR RD, block 147, Singapore",1.3349431,103.9117863
"WOODLANDS, WOODLANDS CIRCLE, block 754, Singapore",1.4453942,103.793925
"WOODLANDS, WOODLANDS ST 13, block 102, Singapore",1.4361109,103.7812132
"GEYLANG, PAYA LEBAR WAY, block 93, Singapore",1.3228134,103.8883554
"BUKIT MERAH, HOY FATT RD, block 49, Singapore",1.2875153,103.811718
"WOODLANDS, WOODLANDS ST 81, block 805, Singapore",1.4406861,103.7872424
"SENGKANG, ANCHORVALE LINK, block 302D, Singapore",1.3882866,103.889773
"BUKIT PANJANG, BANGKIT RD, block 254, Singapore",1.3796391,103.7736821
"WOODLANDS, WOODLANDS DR 52, block 619, Singapore",1.4333936,103.7982354
"BUKIT PANJANG, SEGAR RD, block 547C, Singapore",1.3885828,103.7684903
"CHOA CHU KANG, KEAT HONG CL, block 802C, Singapore",1.3748424,103.7424796
"JURONG EAST, JURONG EAST ST 31, block 317, Singapore",1.347154,103.7308304
"HOUGANG, HOUGANG AVE 10, block 463, Singapore",1.3724594,103.8950182
"JURONG WEST, JURONG WEST CTRL 1, block 686C, Singapore",1.3423111,103.7043017
"TOA PAYOH, TOA PAYOH CTRL, block 79C, Singapore",1.33436,103.848924
"BUKIT PANJANG, FAJAR RD, block 442C, Singapore",1.381497,103.7709292
"PASIR RIS, PASIR RIS ST 51, block 524B, Singapore",1.3710932,103.9475312
"JURONG EAST, JURONG EAST ST 21, block 288D, Singapore",1.3389589,103.7426611
"SEMBAWANG, SEMBAWANG CL, block 334, Singapore",1.4480723,103.8163506
"SENGKANG, SENGKANG EAST WAY, block 261D, Singapore",1.393838,103.8948143
"PUNGGOL, PUNGGOL PL, block 288C, Singapore",1.4025891,103.9037332
"WOODLANDS, WOODLANDS AVE 6, block 722, Singapore",1.4453348,103.7990766
"SENGKANG, SENGKANG EAST RD, block 200D, Singapore",1.3871955,103.8932507
"SERANGOON, SERANGOON AVE 2, block 305, Singapore",1.3539148,103.8668935
"BUKIT BATOK, BT BATOK WEST AVE 5, block 437A, Singapore",1.3581839,103.7393177
"BISHAN, BISHAN ST 22, block 259, Singapore",1.3599768,103.8422311
"JURONG WEST, JURONG WEST ST 93, block 987B, Singapore",1.3366702,103.6948112
"HOUGANG, HOUGANG AVE 8, block 677, Singapore",1.3712049,103.8841456
"PUNGGOL, PUNGGOL CTRL, block 649, Singapore",1.3974258,103.9147162
"HOUGANG, HOUGANG CTRL, block 834, Singapore",1.3698646,103.8897399
"JURONG WEST, JURONG WEST ST 64, block 664A, Singapore",1.3391846,103.7033899
"WOODLANDS, MARSILING DR, block 27, Singapore",1.442263,103.7741558
"ANG MO KIO, ANG MO KIO ST 52, block 596A, Singapore",1.3726045,103.8509322
"CHOA CHU KANG, CHOA CHU KANG ST 53, block 708, Singapore",1.3915165,103.7469551
"PASIR RIS, ELIAS RD, block 608, Singapore",1.3757166,103.9428143
"JURONG WEST, YUNG SHENG RD, block 181, Singapore",1.3338632,103.7219932
"GEYLANG, PINE CL, block 12, Singapore",1.3085495,103.8822403
"SEMBAWANG, SEMBAWANG CL, block 339A, Singapore",1.448044,103.8179103
"BEDOK, CHAI CHEE RD, block 20, Singapore",1.3262849,103.9231061
"YISHUN, YISHUN ST 61, block 614, Singapore",1.4198451,103.8360951
"HOUGANG, HOUGANG AVE 4, block 607, Singapore",1.3702293,103.8861995
"CLEMENTI, CLEMENTI AVE 4, block 311C, Singapore",1.3199166,103.7657375
"WOODLANDS, WOODLANDS AVE 6, block 788, Singapore",1.4432668,103.8017488
"TOA PAYOH, LOR 5 TOA PAYOH, block 43, Singapore",1.3358826,103.8543358
"ANG MO KIO, ANG MO KIO AVE 5, block 533, Singapore",1.3741989,103.8530471
"YISHUN, YISHUN RING RD, block 365, Singapore",1.429253,103.8451984
"ANG MO KIO, ANG MO KIO AVE 2, block 259, Singapore",1.3686162,103.8315239
"WOODLANDS, WOODLANDS DR 70, block 710, Singapore",1.4406898,103.7974472
"BUKIT BATOK, BT BATOK ST 34, block 339, Singapore",1.3631842,103.7505293
"SERANGOON, SERANGOON NTH AVE 1, block 118, Singapore",1.3644344,103.8723348
"GEYLANG, CIRCUIT RD, block 45, Singapore",1.3264163,103.8860885
"WOODLANDS, WOODLANDS AVE 4, block 618, Singapore",1.4336567,103.7966464
"TAMPINES, TAMPINES ST 41, block 403, Singapore",1.3575048,103.9449264
"YISHUN, YISHUN RING RD, block 108, Singapore",1.4323022,103.8290596
"CHOA CHU KANG, CHOA CHU KANG ST 51, block 515, Singapore",1.3902395,103.7436228
"CHOA CHU KANG, CHOA CHU KANG AVE 1, block 807C, Singapore",1.376412,103.7455959
"CHOA CHU KANG, CHOA CHU KANG AVE 3, block 282, Singapore",1.3803522,103.743185
"WOODLANDS, WOODLANDS ST 32, block 320, Singapore",1.4316258,103.7781097
"BUKIT BATOK, BT BATOK WEST AVE 6, block 114, Singapore",1.3488706,103.7460241
"GEYLANG, UBI AVE 1, block 349, Singapore",1.3258427,103.9006337
"HOUGANG, HOUGANG AVE 10, block 513, Singapore",1.3721471,103.8896899
"YISHUN, YISHUN AVE 9, block 315C, Singapore",1.4323681,103.8432704
"SENGKANG, ANCHORVALE LINK, block 305A, Singapore",1.3885651,103.8882992
"KALLANG/WHAMPOA, BENDEMEER RD, block 10B, Singapore",1.3157383,103.8604739
"SENGKANG, RIVERVALE WALK, block 102, Singapore",1.3819,103.901124
"HOUGANG, HOUGANG ST 21, block 231, Singapore",1.3584151,103.8878622
"SENGKANG, ANCHORVALE DR, block 319C, Singapore",1.3909375,103.8907468
"WOODLANDS, WOODLANDS RING RD, block 649, Singapore",1.4389139,103.8010305
"BUKIT BATOK, BT BATOK ST 11, block 141, Singapore",1.3504053,103.7433564
"BUKIT TIMAH, TOH YI DR, block 3, Singapore",1.3388013,103.7752556
"YISHUN, YISHUN AVE 5, block 701, Singapore",1.4299579,103.8288371
"JURONG WEST, JURONG WEST CTRL 1, block 688, Singapore",1.3410763,103.7054411
"TAMPINES, TAMPINES ST 83, block 862, Singapore",1.3546649,103.9364691
"KALLANG/WHAMPOA, BOON KENG RD, block 22, Singapore",1.3181818,103.8614369
"JURONG WEST, JURONG WEST ST 93, block 987D, Singapore",1.3366579,103.6953889
"JURONG WEST, JURONG WEST ST 65, block 621, Singapore",1.3410208,103.6995408
"SEMBAWANG, MONTREAL LINK, block 592A, Singapore",1.4507336,103.8272803
"CHOA CHU KANG, CHOA CHU KANG AVE 3, block 409, Singapore",1.381132,103.741868
"JURONG WEST, JURONG WEST ST 74, block 754, Singapore",1.3484963,103.7000045
"YISHUN, YISHUN RING RD, block 808, Singapore",1.4168458,103.8309293
"YISHUN, YISHUN ST 43, block 468A, Singapore",1.4252543,103.8517811
"HOUGANG, HOUGANG AVE 7, block 337, Singapore",1.3697368,103.8982924
"ANG MO KIO, ANG MO KIO AVE 10, block 475, Singapore",1.3626923,103.8565506
"WOODLANDS, WOODLANDS AVE 6, block 680, Singapore",1.4395725,103.802325
"YISHUN, YISHUN AVE 11, block 429B, Singapore",1.4215959,103.8491809
"TAMPINES, TAMPINES ST 22, block 280, Singapore",1.3475189,103.9517418
"ANG MO KIO, ANG MO KIO AVE 3, block 427, Singapore",1.3693346,103.8545519
"CHOA CHU KANG, CHOA CHU KANG AVE 4, block 463, Singapore",1.376871,103.7358425
"CHOA CHU KANG, CHOA CHU KANG AVE 3, block 412, Singapore",1.381815,103.7422669
"HOUGANG, HOUGANG AVE 4, block 919, Singapore",1.3760165,103.8841188
"HOUGANG, HOUGANG ST 21, block 221, Singapore",1.3565858,103.883657
"PUNGGOL, PUNGGOL CTRL, block 294, Singapore",1.4027126,103.9046429
"BUKIT PANJANG, JELAPANG RD, block 534, Singapore",1.3845108,103.7640755
"JURONG WEST, JURONG WEST AVE 1, block 485, Singapore",1.3483739,103.7269282
"BUKIT PANJANG, BT PANJANG RING RD, block 259, Singapore",1.3773085,103.7730453
"CLEMENTI, CLEMENTI AVE 5, block 346, Singapore",1.3170643,103.7700307
"BEDOK, BEDOK NTH AVE 3, block 139, Singapore",1.3284314,103.9349086
"ANG MO KIO, ANG MO KIO AVE 10, block 417, Singapore",1.3651212,103.8549631
"PUNGGOL, EDGEFIELD PLAINS, block 181, Singapore",1.3992116,103.909138
"CLEMENTI, CLEMENTI AVE 5, block 347, Singapore",1.3171977,103.7708084
"BISHAN, BISHAN ST 12, block 117, Singapore",1.3470281,103.8499918
"HOUGANG, HOUGANG AVE 2, block 701, Singapore",1.36556,103.8902267
"BISHAN, BISHAN ST 24, block 291, Singapore",1.356087,103.8451716
"BEDOK, BEDOK NTH ST 3, block 524, Singapore",1.3256355,103.9295201
"PUNGGOL, EDGEDALE PLAINS, block 132, Singapore",1.3932361,103.9109131
"BUKIT BATOK, BT BATOK WEST AVE 8, block 441A, Singapore",1.3560144,103.7388871
"HOUGANG, HOUGANG AVE 1, block 110, Singapore",1.3547661,103.8895827
"TAMPINES, TAMPINES ST 22, block 279, Singapore",1.3463433,103.9512902
"BUKIT BATOK, BT BATOK ST 32, block 312, Singapore",1.3599025,103.7475671
"CHOA CHU KANG, CHOA CHU KANG AVE 3, block 288, Singapore",1.3790461,103.7411393
"SEMBAWANG, SEMBAWANG CL, block 339B, Singapore",1.4477684,103.8174206
"HOUGANG, BUANGKOK LINK, block 984B, Singapore",1.3820556,103.8806207
"TAMPINES, TAMPINES ST 83, block 864, Singapore",1.355012,103.93561
"WOODLANDS, WOODLANDS DR 50, block 887B, Singapore",1.4371238,103.7943033
"PUNGGOL, EDGEFIELD PLAINS, block 176B, Singapore",1.3989331,103.9086931
"SENGKANG, SENGKANG EAST AVE, block 281B, Singapore",1.3857632,103.8920607
"BUKIT PANJANG, FAJAR RD, block 422, Singapore",1.3850444,103.7696828
"PUNGGOL, PUNGGOL RD, block 195A, Singapore",1.401572,103.9062402
"PUNGGOL, PUNGGOL PL, block 273A, Singapore",1.4022658,103.9022099
"PASIR RIS, PASIR RIS ST 11, block 131, Singapore",1.3656998,103.9564777
"SEMBAWANG, CANBERRA LINK, block 504C, Singapore",1.4499896,103.8237935
"ANG MO KIO, ANG MO KIO AVE 5, block 603, Singapore",1.380163,103.8357101
"HOUGANG, HOUGANG AVE 8, block 630, Singapore",1.3703945,103.8811935
"JURONG WEST, JURONG WEST ST 41, block 461, Singapore",1.3496311,103.7208511
"PASIR RIS, PASIR RIS ST 21, block 239, Singapore",1.3733315,103.9634459
"WOODLANDS, WOODLANDS DR 16, block 546, Singapore",1.42948,103.7937951
"JURONG WEST, JURONG WEST ST 42, block 452, Singapore",1.3516833,103.7185542
"JURONG WEST, JURONG WEST ST 42, block 558, Singapore",1.3541206,103.7175476
"TAMPINES, TAMPINES CTRL 7, block 523C, Singapore",1.3600534,103.9389328
"JURONG WEST, YUNG SHENG RD, block 184, Singapore",1.3333535,103.7221867
"HOUGANG, HOUGANG AVE 8, block 614, Singapore",1.3692963,103.8846635
"BEDOK, BEDOK NTH AVE 4, block 94B, Singapore",1.3284309,103.9349087
"CHOA CHU KANG, CHOA CHU KANG AVE 3, block 473, Singapore",1.3794218,103.7378317
"TAMPINES, TAMPINES ST 41, block 416, Singapore",1.3591019,103.9474111
"TAMPINES, TAMPINES ST 22, block 277, Singapore",1.3473292,103.950997
"WOODLANDS, WOODLANDS DR 14, block 509, Singapore",1.4327156,103.7890905
"SENGKANG, ANCHORVALE LINK, block 306C, Singapore",1.3900721,103.8880115
"CHOA CHU KANG, CHOA CHU KANG NTH 6, block 789, Singapore",1.3958774,103.7489943
"BUKIT BATOK, BT BATOK CTRL, block 225, Singapore",1.3485271,103.7524242
"TAMPINES, TAMPINES AVE 9, block 496G, Singapore",1.3607106,103.9504946
"WOODLANDS, WOODLANDS ST 82, block 817, Singapore",1.4418623,103.7908627
"ANG MO KIO, ANG MO KIO AVE 10, block 466, Singapore",1.3659355,103.8570108
"ANG MO KIO, ANG MO KIO AVE 1, block 330, Singapore",1.3624069,103.8510188
"HOUGANG, UPP SERANGOON CRES, block 475D, Singapore",1.3751631,103.9003975
"SERANGOON, SERANGOON NTH AVE 4, block 525, Singapore",1.3646834,103.8722097
"TAMPINES, TAMPINES AVE 9, block 494B, Singapore",1.3631575,103.952811
"YISHUN, YISHUN AVE 9, block 317B, Singapore",1.4341332,103.8428188
"CHOA CHU KANG, CHOA CHU KANG AVE 2, block 271, Singapore",1.3786986,103.7423813
"CHOA CHU KANG, CHOA CHU KANG AVE 7, block 815A, Singapore",1.3761391,103.7466742
"SERANGOON, SERANGOON AVE 4, block 225, Singapore",1.3569161,103.8700526
"BUKIT PANJANG, PENDING RD, block 112, Singapore",1.3785993,103.7687445
"TAMPINES, TAMPINES ST 12, block 150, Singapore",1.3509374,103.9431159
"HOUGANG, UPP SERANGOON CRES, block 470C, Singapore",1.3786031,103.9009412
"YISHUN, YISHUN ST 21, block 221, Singapore",1.4340405,103.8363799
"YISHUN, YISHUN AVE 9, block 250, Singapore",1.4356022,103.8416844
"BUKIT PANJANG, PENDING RD, block 124, Singapore",1.3770386,103.7711547
"SENGKANG, ANCHORVALE LINK, block 316A, Singapore",1.3925022,103.8895073
"HOUGANG, BUANGKOK CRES, block 979B, Singapore",1.3795913,103.8792508
"SEMBAWANG, ADMIRALTY LINK, block 487, Singapore",1.4557004,103.8160577
"GEYLANG, OLD AIRPORT RD, block 95, Singapore",1.30842,103.8873528
"TAMPINES, TAMPINES ST 44, block 463, Singapore",1.3592471,103.9546438
"JURONG WEST, JURONG WEST AVE 3, block 273D, Singapore",1.3524083,103.7028762
"TOA PAYOH, LOR 1 TOA PAYOH, block 172, Singapore",1.330376,103.8430141
"SERANGOON, SERANGOON NTH AVE 4, block 542, Singapore",1.3646834,103.8722097
"CLEMENTI, CLEMENTI AVE 2, block 329, Singapore",1.3130867,103.7673815
"WOODLANDS, WOODLANDS CRES, block 780A, Singapore",1.4488558,103.8008524
"PUNGGOL, PUNGGOL WALK, block 212B, Singapore",1.4004965,103.8992422
"SEMBAWANG, CANBERRA RD, block 305, Singapore",1.4455379,103.8218037
"WOODLANDS, WOODLANDS DR 71, block 670, Singapore",1.4388235,103.7992908
"GEYLANG, ALJUNIED CRES, block 96, Singapore",1.321657,103.8854257
"CLEMENTI, CLEMENTI AVE 5, block 342, Singapore",1.31837,103.7698628
"TAMPINES, TAMPINES ST 24, block 230C, Singapore",1.3554835,103.9513701
"WOODLANDS, WOODLANDS DR 16, block 583, Singapore",1.4305067,103.7952943
"SENGKANG, ANCHORVALE DR, block 301D, Singapore",1.3884854,103.8914213
"YISHUN, YISHUN ST 43, block 469A, Singapore",1.4249349,103.8524679
"BISHAN, BISHAN ST 13, block 190, Singapore",1.3505695,103.8520424
"BUKIT BATOK, BT BATOK WEST AVE 6, block 130, Singapore",1.3511652,103.746072
"BUKIT BATOK, BT BATOK ST 25, block 288E, Singapore",1.3455251,103.7589042
"SENGKANG, ANCHORVALE RD, block 308A, Singapore",1.3896636,103.8862438
"WOODLANDS, WOODLANDS DR 50, block 886B, Singapore",1.4382833,103.7944144
"PASIR RIS, CHANGI VILLAGE RD, block 4, Singapore",1.3891466,103.9874204
"TOA PAYOH, JOO SENG RD, block 10, Singapore",1.3346693,103.8802009
"CHOA CHU KANG, CHOA CHU KANG AVE 7, block 811B, Singapore",1.3730726,103.7452979
"JURONG WEST, JURONG WEST ST 64, block 669D, Singapore",1.3434194,103.7031704
"WOODLANDS, WOODLANDS DR 14, block 514, Singapore",1.4345986,103.7896643
"BISHAN, BISHAN ST 23, block 221, Singapore",1.3580814,103.8487403
"SENGKANG, SENGKANG EAST WAY, block 122C, Singapore",1.3876677,103.9062003
"CHOA CHU KANG, CHOA CHU KANG AVE 5, block 487C, Singapore",1.3764332,103.7391478
"CHOA CHU KANG, CHOA CHU KANG CRES, block 685C, Singapore",1.4034466,103.748627
"YISHUN, YISHUN AVE 1, block 432B, Singapore",1.4189276,103.8467043
"SERANGOON, SERANGOON NTH AVE 1, block 124, Singapore",1.3644344,103.8723348
"SERANGOON, SERANGOON AVE 3, block 241, Singapore",1.3529198,103.8701668
"MARINE PARADE, MARINE TER, block 7, Singapore",1.3040438,103.9171881
"JURONG WEST, TAH CHING RD, block 338A, Singapore",1.3377635,103.7221062
"BUKIT MERAH, TELOK BLANGAH ST 31, block 80B, Singapore",1.2738854,103.8072751
"SERANGOON, SERANGOON CTRL DR, block 262, Singapore",1.3534336,103.8724201
"TAMPINES, TAMPINES ST 22, block 274, Singapore",1.3483268,103.950008
"BUKIT BATOK, BT BATOK EAST AVE 6, block 292A, Singapore",1.344795,103.7546119
"YISHUN, YISHUN AVE 4, block 508A, Singapore",1.4148956,103.8395372
